departamento_id,porcentaje_documentos,nivel_complejidad,demora_real_horas
2,0.7264148411571387,5,80.47849142859171
4,0.7655048918354912,4,49.362777023971134
0,0.44487493656800625,3,50.03694112654184
3,0.9360781853038821,5,67.35093373935295
4,0.978160488423564,5,48.90194457256141
1,0.8468687547905707,5,49.42237329893259
3,0.9928691609363343,1,30.45551552216103
0,0.4946082644511378,4,55.96573456451683
0,0.557575579962734,3,51.18602408224327
4,0.45822462638158046,5,74.81416953631367
0,0.4880096269704515,5,66.29772170258116
4,0.5237883182445996,2,39.855901817522174
1,0.8244581059901062,5,47.82856456831101
0,0.4832405188387781,5,65.50409429660101
2,0.8321898358619526,4,61.70401205648636
3,0.8020100004555732,2,44.355715031609364
1,0.7326619950878553,5,58.00473045758036
2,0.4997150488827166,5,95.3099986963752
3,0.8162475063454782,1,30.96206754022026
2,0.885021086346878,4,67.78301064596565
4,0.8729628173596939,5,56.46726551469147
1,0.549598549159857,4,54.68682219844673
2,0.8875303728916835,1,46.34852768857849
1,0.9941380194834649,2,21.635458808277182
4,0.9431545355644492,4,40.96510149152296
3,0.9766866725252789,2,37.49798214012705
1,0.775560072641361,5,57.981542595941065
2,0.8492135135383088,4,73.5061782943387
1,0.7916530455274005,1,24.357036049356687
4,0.7832203363383945,5,55.2429412709767
3,0.5804893488602383,4,61.88213321234304
3,0.7990809280347004,1,36.58543308083946
3,0.6297051232642605,5,80.12691643664546
2,0.7482615069523288,2,56.0619845422837
0,0.7880548497732953,3,39.249691820862346
2,0.4313432617590964,1,69.43808789139018
1,0.8940671366771513,2,27.504148234314247
4,0.8055916019903253,1,15.825296826574753
0,0.9178054285914701,2,25.060489470298634
3,0.5049163818181971,3,66.84794524493779
3,0.5421591508459414,5,87.1569631059019
2,0.8988020402302572,3,57.509785385406836
2,0.6580676920720949,2,76.6569466590766
1,0.5062093654936451,4,62.578675677930505
4,0.5939702269108483,4,57.81981738509173
3,0.6466935535655441,2,55.24616849714676
3,0.9080278503892543,4,56.85023983415732
4,0.9395896838531248,5,50.87749000371216
2,0.5856075721614279,3,68.22149196456165
4,0.7524559953574592,1,24.871406448409605
2,0.6328859125748613,4,78.72514197181602
0,0.4317945104360947,4,63.29399644919088
4,0.5391889699668018,2,40.26092340261709
0,0.7878100855876903,5,55.27341309224033
4,0.536961162670378,3,42.27088582952779
1,0.6743841410095642,1,19.099163284476276
0,0.6633910623399047,1,23.951647761850467
4,0.7323802980011684,3,41.37798027891803
0,0.4686296398369638,4,69.19667029742158
2,0.5044831258506711,2,70.94872307130422
0,0.6397640044956081,3,45.6909851285872
0,0.7900485269744196,3,33.90155652901804
3,0.419177121781244,4,80.07507211142682
1,0.9247616212732263,4,39.785926697587094
4,0.535640960599507,3,43.530222920233186
3,0.704590677509143,1,42.27393786199844
4,0.46062779733654097,2,44.54503923657921
0,0.7068820606716901,1,25.786715752309853
4,0.9791604619031464,5,50.30952463385316
4,0.493663531508582,2,48.92772044266367
1,0.9645884880177967,4,40.08780244055726
1,0.5358675274483123,5,70.60859141807627
3,0.4173249006320224,5,91.61405029024165
3,0.5805397921566628,5,79.04294261588164
4,0.765432212010991,5,63.84955819835382
4,0.9665522917465771,2,19.37933076831427
2,0.9755374323842271,4,59.21943953635696
1,0.7301689616683817,1,24.54774166949603
3,0.5346869860417605,3,60.829572339224775
3,0.7491810633559244,3,55.79484827181167
4,0.42109644061541096,2,47.10918287040964
4,0.513097496325528,2,42.51740850116386
3,0.7658909312183702,1,43.6282381938569
1,0.6782427240335267,4,50.73773700199547
3,0.9023334679156954,1,29.55175682323559
0,0.9970646610659648,1,9.978207505714206
1,0.5850133513922187,3,49.595619578869915
3,0.4587210093409415,2,60.950082144085755
1,0.8110381416104468,1,26.3294110638705
2,0.6403477248053747,3,70.78827434798593
2,0.6511483819436239,5,90.13388994324117
3,0.4971615718870776,4,74.19346801863405
2,0.9429756484146784,2,46.3072496046294
4,0.9367966629228286,1,15.038136398077217
1,0.5771105214535511,4,59.85987857011751
2,0.41642415003922817,5,91.00098955491052
0,0.5975293429817151,2,34.47934114633689
0,0.5526301918481589,1,30.22415972992664
4,0.7556273296296816,2,30.590194605224532
3,0.8161132971343449,5,69.38862592884308
4,0.43574593284001073,3,55.61612961162309
0,0.937869259515157,4,44.05787460639742
1,0.5041553651596845,3,44.64639483454757
3,0.41946262650788724,1,59.22373741365163
0,0.5417392595432929,3,41.1453665244485
0,0.5048361596481227,3,53.673813734888334
1,0.7488870915194862,2,36.28861533595904
3,0.7462071256205542,1,40.591191646905386
4,0.8236184345889048,2,33.088442773572794
1,0.6535792018929342,2,32.930953014592994
3,0.47346369777407726,4,74.9758851271855
1,0.7145527095303722,2,35.09799199644815
2,0.6388938168911242,1,54.939490607925755
4,0.5862990251358463,3,44.50155258823958
3,0.7585575027635776,5,70.69052343022334
2,0.9261812760218312,4,58.49645580200091
0,0.6805719925658922,2,35.28095288800402
4,0.5785268245653824,2,41.15266703421655
0,0.979058333568907,4,42.21287071202574
2,0.5533228711365714,4,86.53898508388163
3,0.8171574056477711,2,42.72511164584908
0,0.7726494389434289,4,46.224287983789395
0,0.7687469222822827,1,24.119414817933436
1,0.4160306072799428,5,77.43727673643772
4,0.9540419954372716,2,24.886375835053155
4,0.6985487081487932,5,57.56808209010147
3,0.8048086151551013,1,43.00290617170331
4,0.7564414934156298,2,41.119423403157185
1,0.7971369516963984,5,58.12929603249822
1,0.840375723373292,2,21.25252240863472
3,0.4482731364009983,4,72.48161535685523
4,0.8962203127752997,5,55.11941453103154
2,0.8986713784395626,4,67.45957353000834
3,0.8151662793305443,3,50.975011666176485
2,0.8914510963569889,3,59.923883244116894
0,0.5024449379455757,1,28.749931814913722
2,0.4798755514423976,4,81.66044421933273
0,0.6113303960743222,1,32.443623918425295
3,0.49690220082101805,3,67.89834131279666
0,0.6085692935733146,2,42.43321073287494
0,0.9451184807475709,1,14.284870454071157
4,0.7824806787530746,5,48.880920485848684
3,0.7875355691702881,4,59.288524159549084
4,0.4887472111187178,1,34.23620880983892
1,0.42493639521691456,2,43.466088477505195
4,0.9999324369510937,4,40.553493355708035
4,0.6171114133273822,1,36.19408536167727
2,0.6244351457035404,1,52.89071405254458
2,0.5500331756154673,4,74.03643163564104
0,0.7257734616393114,4,53.29181035453547
0,0.5509491757015386,3,49.38430055479906
3,0.7697164437722838,2,52.36907222514067
3,0.6151825413058182,3,69.25864356904445
1,0.9425364611630455,5,48.6356005560165
0,0.5920701202482713,2,43.08144136062502
3,0.80011330600504,5,73.9962744117934
2,0.9178463273664397,2,47.944956488675444
4,0.430064359581443,2,55.26142298717318
3,0.6740764238040673,3,60.248800366444804
3,0.7416063918486948,4,66.36506082902142
0,0.8110314523506901,2,27.69779187960804
3,0.7730250546651699,3,61.236422189473956
0,0.9490203819789417,1,14.982191284776729
0,0.613174384252286,5,62.157049522105666
3,0.42040514298169,3,72.25734981162381
2,0.5893279336619167,3,75.84960420181307
3,0.4575730490443089,1,63.25629488132054
0,0.4307832301523545,5,69.23900085875785
3,0.8590530700288673,5,64.42655706682906
1,0.6957797274345492,5,65.21284561515361
4,0.7419932863218353,5,58.76228116144247
0,0.591249826930941,1,37.553006879168834
1,0.8214923818046318,4,42.1025890266458
1,0.5576184184487666,3,55.41757749715314
4,0.6938749652689966,1,21.121576499248043
0,0.6047603687935403,5,61.7151733919391
4,0.9387989544500809,5,52.5775703541852
2,0.6117760519397539,2,63.04163041364079
2,0.837641421337566,3,63.47301429960565
0,0.40698343460031894,5,72.44118771958324
4,0.5915194764095142,2,39.919470477357024
2,0.8354630150958455,2,56.57574534529002
0,0.9444154359830781,3,40.714040662776505
4,0.5838360553974478,1,41.43210131781742
0,0.6247378177083929,5,55.64311014252984
2,0.5764105403737525,4,77.8748676424875
1,0.6313775349406489,2,38.332931953995356
1,0.8447649874703059,1,17.970221355041158
2,0.9326431158604498,5,74.21779482237581
4,0.9290577779350919,5,46.78969900297442
0,0.7615505526726656,2,32.19426400760637
3,0.9856711370677508,2,39.75444448304762
1,0.4384475386277741,1,32.99484268081836
1,0.7760477419658958,2,36.557093566375926
4,0.48680868354622675,2,39.6861224158485
3,0.5523608090660362,3,62.659519700974855
0,0.614056992190056,2,40.67669932255565
1,0.5273838781660016,1,35.82795582763839
4,0.44484610677378655,1,31.50600266502993
1,0.4045650151255782,3,55.988695527283475
0,0.8680667200699209,3,42.17139763554363
